reaction_id,reaction,genes
FACOAL181,atp_c + coa_c + ocdcea_c --> amp_c + odecoa_c + ppi_c,WP_005237951_1 or WP_005243608_1 or WP_005247475_1 or WP_005250849_1 or WP_005250931_1 or WP_025432121_1
FACOAL1812,atp_c + coa_c + vacc_c --> amp_c + ppi_c + vacccoa_c,WP_005250931_1
FACOAL181d11tpp,atp_c + coa_c + h_p + vacc_p --> amp_c + h_c + ppi_c + vacccoa_c,WP_005240572_1 or WP_005250931_1
FACOAL181d6t2pp,atp_c + coa_c + h_p + ptsla_p --> amp_c + h_c + ppi_c + ptslacoa_c,WP_005240572_1 or WP_005250931_1
FACOAL181t2pp,atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c,WP_005240572_1 or WP_005243375_1 or WP_005250849_1 or WP_005250864_1 or WP_005250931_1 or WP_005251113_1 or WP_005252937_1
FACOAL1821,atp_c + coa_c + lnlc_c --> amp_c + lnlccoa_c + ppi_c,WP_005250931_1
FACOAL182t2pp,atp_c + coa_c + h_p + lnlc_p --> amp_c + h_c + lnlccoa_c + ppi_c,WP_005240572_1 or WP_005250931_1
FACOAL200,arach_c + atp_c + coa_c <=> amp_c + arachcoa_c + ppi_c,
FACOAL50i,atp_c + coa_c + pta_c --> amp_c + ppi_c + ptcoa_c,WP_005250931_1
FACOAL50t2pp,atp_c + coa_c + h_p + pta_p --> amp_c + h_c + ppi_c + ptcoa_c,WP_005240572_1 or WP_005250931_1
FACOAL60i,atp_c + coa_c + hxa_c --> amp_c + hxcoa_c + ppi_c,WP_005250931_1
FACOAL60t2pp,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c,WP_005240572_1 or WP_005243375_1 or WP_005250849_1 or WP_005250864_1 or WP_005250931_1 or WP_005251113_1 or WP_005252937_1
FACOAL70t2pp,atp_c + coa_c + h_p + hpta_p --> amp_c + h_c + hptcoa_c + ppi_c,WP_005240572_1 or WP_005250931_1
FACOAL80,atp_c + coa_c + octa_c --> amp_c + occoa_c + ppi_c,WP_005250931_1 or WP_025432121_1
FACOAL80t2pp,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c,WP_005240572_1 or WP_005243375_1 or WP_005250849_1 or WP_005250864_1 or WP_005250931_1 or WP_005251113_1 or WP_005252937_1
FACOAL90i,atp_c + coa_c + nona_c --> amp_c + nonacoa_c + ppi_c,WP_005250931_1
FACOALP50t2pp,atp_c + coa_c + h_p + phept_p --> amp_c + h_c + ppi_c + pptcoa_c,WP_005240572_1 or WP_005250931_1
FACOALP60t2pp,atp_c + coa_c + h_p + phehxa_p --> amp_c + h_c + phxacoa_c + ppi_c,WP_005240572_1 or WP_005250931_1
FACOALP70t2pp,atp_c + coa_c + h_p + phehpa_p --> amp_c + h_c + phpcoa_c + ppi_c,WP_005240572_1 or WP_005250931_1
FACOALP80t2pp,atp_c + coa_c + h_p + pheocta_p --> amp_c + h_c + poctacoa_c + ppi_c,WP_005240572_1 or WP_005250931_1
FACOALPREPH,atp_c + coa_c + prephth_c <=> amp_c + ppi_c + prephthcoa_c,
FACOAL_70_c,atp_c + coa_c + hpta_c --> amp_c + hptcoa_c + ppi_c,WP_005250931_1
FADB2,hcholc8coa_c + nad_c --> h_c + nadh_c + ocholc8coa_c,WP_025431830_1
FADB3,hcholc5coa_c + nad_c --> h_c + nadh_c + ocholc5coa_c,WP_025431830_1
FADD17,atp_c + cchol_c + coa_c + 3.0 h_c --> adp_c + cholc8coa_c + pi_c,WP_005244557_1 or WP_025431829_1
FADD3,atp_c + coa_c + 3.0 h_c + hip_c --> amp_c + hipcoa_c + ppi_c,WP_005244686_1 or ( WP_005244597_1 and WP_005244598_1 )
FADE233,fad_c + ibcoa_c <=> 2mp2coa_c + fadh2_c,WP_005240205_1
FADE281,cholc8coa_c + fad_c --> cholenec8coa_c + fadh2_c,WP_005244551_1 or WP_005244553_1
FADE282,cholc3coa_c + fad_c --> cholenec3coa_c + fadh2_c,WP_005244864_1 and WP_005244865_1
FADE30,5ohhipcoa_c + fad_c + h_c --> fadh2_c + hipecoa_c,WP_005244685_1
FADE51,coa_c + ocholc8coa_c --> cholc5coa_c + ppcoa_c,WP_005244563_1 or WP_005244568_1
FADE52,coa_c + ocholc5coa_c --> accoa_c + cholc3coa_c,WP_005244562_1 or WP_005244568_1
FADMQOR,fadh2_c + mqn8_c --> fad_c + mql8_c,WP_226955698_1
FADRx2,fad_c + h_c + nadph_c --> fadh2_c + nadp_c,WP_005252413_1
FALDtpp,fald_p <=> fald_c,spontaneous
FALDtpp2,fald_c + h_p --> fald_p + h_c,WP_005241376_1 or WP_226955745_1
FAO1,atp_c + 7.0 coa_c + 6.0 fad_c + 6.0 h2o_c + 6.0 nad_c + ttdca_c --> 7.0 accoa_c + amp_c + 6.0 fadh2_c + 6.0 h_c + 6.0 nadh_c + ppi_c,WP_005248351_1 and WP_005248951_1 and WP_005251849_1 and WP_025431690_1 and WP_025431691_1
FAO10,atp_c + 9.0 coa_c + 7.0 fad_c + 8.0 h2o_c + 8.0 nad_c + ocdcea_c --> 9.0 accoa_c + amp_c + 7.0 fadh2_c + 8.0 h_c + 8.0 nadh_c + ppi_c,WP_005248351_1 and WP_005248951_1 and WP_005251849_1 and WP_025431690_1 and WP_025431691_1
FAO11,atp_c + 8.0 coa_c + 6.0 fad_c + 7.0 h2o_c + hdcea_c + 7.0 nad_c --> 8.0 accoa_c + amp_c + 6.0 fadh2_c + 7.0 h_c + 7.0 nadh_c + ppi_c,WP_005248351_1 and WP_005248951_1 and WP_005251849_1 and WP_025431690_1 and WP_025431691_1
FAO2,atp_c + 8.0 coa_c + 7.0 fad_c + 7.0 h2o_c + hdca_c + 7.0 nad_c --> 8.0 accoa_c + amp_c + 7.0 fadh2_c + 7.0 h_c + 7.0 nadh_c + ppi_c,WP_005248351_1 and WP_005248951_1 and WP_005251849_1 and WP_025431690_1 and WP_025431691_1
FAO3,atp_c + 9.0 coa_c + 8.0 fad_c + 8.0 h2o_c + 8.0 nad_c + ocdca_c --> 9.0 accoa_c + amp_c + 8.0 fadh2_c + 8.0 h_c + 8.0 nadh_c + ppi_c,WP_005248351_1 and WP_005248951_1 and WP_005251849_1 and WP_025431690_1 and WP_025431691_1
FAS100,3.0 h_c + malcoa_c + 2.0 nadph_c + octa_c --> co2_c + coa_c + dca_c + h2o_c + 2.0 nadp_c,( WP_005243707_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005250385_1 and WP_037181431_1 )
FAS120,dca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddca_c + h2o_c + 2.0 nadp_c,( WP_005243707_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005250385_1 and WP_037181431_1 )
FAS140,ddca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ttdca_c,WP_005243692_1 or ( WP_005243707_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005250385_1 and WP_037181431_1 )
FAS160,3.0 h_c + malcoa_c + 2.0 nadph_c + ttdca_c --> co2_c + coa_c + h2o_c + hdca_c + 2.0 nadp_c,( WP_005243707_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005250385_1 and WP_037181431_1 )
FAS161,4.0 h_c + malcoa_c + 3.0 nadph_c + o2_c + ttdca_c --> co2_c + coa_c + 3.0 h2o_c + hdcea_c + 3.0 nadp_c,WP_005241845_1 and WP_005250385_1 and WP_037181431_1
FAS180,3.0 h_c + hdca_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ocdca_c,( WP_005243707_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005250385_1 and WP_037181431_1 )
FAS181,4.0 h_c + hdca_c + malcoa_c + 3.0 nadph_c + o2_c --> co2_c + coa_c + 3.0 h2o_c + 3.0 nadp_c + ocdcea_c,WP_005241845_1 and WP_005250385_1 and WP_037181431_1
FAS200,3.0 h_c + malcoa_c + 2.0 nadph_c + ocdca_c --> arach_c + co2_c + coa_c + h2o_c + 2.0 nadp_c,WP_005241845_1 and WP_005250385_1 and WP_037181431_1
FAS80_L,accoa_c + 8.0 h_c + 3.0 malcoa_c + 6.0 nadph_c --> 3.0 co2_c + 4.0 coa_c + 2.0 h2o_c + 6.0 nadp_c + octa_c,( WP_005243707_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005250385_1 and WP_037181431_1 )
FASm220,arach_c + 3.0 h_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + mbhn_c + 2.0 nadp_c,WP_025433174_1
FASm240,3.0 h_c + mbhn_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + dmlgnc_c + h2o_c + 2.0 nadp_c,WP_025433174_1
FASm260,dmlgnc_c + 3.0 h_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tmhexc_c,WP_025433174_1
FASm280,3.0 h_c + mmcoa__S_c + 2.0 nadph_c + tmhexc_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tamocta_c,WP_025433174_1
FBA,fdp_c <=> dhap_c + g3p_c,WP_005238434_1 or WP_025432019_1
FBA2,f1p_c <=> dhap_c + glyald_c,WP_025432019_1
FBA3,s17bp_c <=> dhap_c + e4p_c,WP_025432019_1
FBACS,24dab_c + 3hasp__L_c + asp__L_c + gly_c + h_c + n5horn_c + orn_c + ser__L_c --> fbac_kt_c + 6.0 h2o_c,WP_005239216_1 and WP_025432047_1 and WP_226955545_1 and WP_226955719_1
FBACabcpp,atp_c + fbac_kt_c + h2o_c --> adp_c + fbac_kt_p + h_c + pi_c,
FBP,fdp_c + h2o_c --> f6p_c + pi_c,WP_005238998_1 or WP_005248850_1 or WP_005252904_1
FCLPA,fc1p_c <=> dhap_c + lald__L_c,WP_005244621_1
FCLT,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,WP_005251301_1 or WP_025432543_1
FCLT2,fmcbtt_c + ppp9_c --> 2.0 h_c + mcbtt_c + pheme_c,WP_025432543_1
FCOAH2,forcoa_c + h2o_c --> coa_c + for_c + h_c,WP_005240981_1 or WP_005247475_1
FCOAHA,ferulcoa_c + h2o_c --> accoa_c + vanln_c,WP_005245231_1
FDH,for_c + nad_c --> co2_c + nadh_c,WP_005238148_1 or WP_005239591_1 or WP_143767587_1 or ( WP_025433275_1 and WP_025433276_1 )
FDMO,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c,WP_005242787_1 or WP_005251663_1 or WP_025433229_1 or WP_025433231_1
FDMO1,eths_c + fmnRD_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,WP_025433229_1
FDMO2,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,WP_005251663_1 or WP_025433229_1
FDMO2_1,buts_c + fmnRD_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c,WP_025433229_1
FDMO3,ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,WP_005251663_1 or WP_025433229_1
FDMO3_1,fmnRD_c + hexs_c + o2_c --> fmn_c + h2o_c + h_c + hxal_c + so3_c,WP_025433229_1
FDMO4,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c,WP_005251663_1 or WP_025433229_1
FDMO4_1,fmnRD_c + o2_c + taur_c --> amacald_c + fmn_c + h2o_c + h_c + so3_c,WP_025433229_1
FDMO5,fmnh2_c + o2_c + pentso3_c --> fmn_c + h2o_c + h_c + ptal_c + so3_c,WP_025433229_1
FDMO5_1,fmnRD_c + o2_c + sula_c --> fmn_c + glx_c + h2o_c + h_c + so3_c,WP_025433229_1
FDMO6,fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c,WP_005251663_1 or WP_025433229_1
FDMO6_1,fmnRD_c + istnt_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c,WP_025433229_1
FDMO7,dmso2_c + 2.0 fmnh2_c + 2.0 o2_c --> fald_c + 2.0 fmn_c + 2.0 h2o_c + 5.0 h_c + mso3_c,WP_025433231_1
FDMO_1,fmnRD_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,WP_025433229_1
FDMOtau,fmnh2_c + o2_c + taur_c --> aacald_c + fmn_c + h2o_c + h_c + so3_c,WP_025433229_1
FE2Gabcpp,fe2_p + gtp_c + h2o_c --> fe2_c + gdp_c + h_c + pi_c,WP_005243157_1
FE2abc,atp_c + fe2_e + h2o_c --> adp_c + fe2_c + h_c + pi_c,WP_005239845_1 or WP_005243157_1 or WP_025431887_1 or ( WP_005239845_1 and WP_025433201_1 )
FE2abcpp,atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c,WP_005243157_1 or WP_005248068_1 or ( WP_005246096_1 and WP_005251070_1 and WP_187300223_1 )
FE2t,fe2_e --> fe2_c,WP_005238136_1
FE2t2pp,fe2_p + h_p --> fe2_c + h_c,WP_226955563_1
FE2t3pp,fe2_c + h_p --> fe2_p + h_c,WP_005238136_1
FE2tex,fe2_e <=> fe2_p,WP_005243157_1
FE3DCIT2abcpp,atp_c + fe3dcit_p + h2o_c --> adp_c + fe3dcit_c + h_c + pi_c,WP_009479645_1 and WP_025432260_1
FE3DCITCH,2.0 cit_c + fe3_c <=> fe3dcit_c,spontaneous
FE3DCITR5,2.0 fe3dcit_c + nadph_c --> 4.0 cit_c + 2.0 fe2_c + h_c + nadp_c,WP_005249090_1
FE3DCITabc,atp_c + fe3dcit_e + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,WP_025433201_1
FE3DCITabcpp,atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,( WP_005239845_1 and WP_005247900_1 ) or ( WP_009479645_1 and WP_025432260_1 )
FE3DCITtonex,fe3dcit_e + h_p --> fe3dcit_p + h_c,
FE3DHBZS3R,2.0 fe3dhbzs3_c + nadph_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 3.0 h_c + nadp_c,WP_005249090_1
FE3Gabcpp,fe3_p + gtp_c + h2o_c --> fe3_c + gdp_c + h_c + pi_c,WP_005243157_1
FE3PYOVDL2,fe3_e + pyovd_kt_e <=> fe3pyovd_kt_e,spontaneous
FE3Ri,fadh2_c + 2.0 fe3_c --> fad_c + 2.0 fe2_c + 2.0 h_c,WP_025432071_1
FE3abc,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c,WP_005239843_1 or WP_005239845_1 or ( WP_005239843_1 and WP_005239845_1 ) or ( WP_025431600_1 and WP_226955505_1 )
FE3abcpp,atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c,WP_025433614_1 or ( WP_025432765_1 and WP_226955505_1 ) or ( WP_005249236_1 and WP_025432541_1 and WP_226955505_1 )
FE3t,fe3_e <=> fe3_c,( WP_005238847_1 and WP_005238848_1 ) or ( WP_005238847_1 and WP_005238848_1 and WP_025432142_1 )
FEDCabc,atp_c + 2.0 cit_e + fe3_e + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,WP_005239845_1 or WP_005243794_1
FEDHBZS3R1,fadh2_c + 2.0 fe3dhbzs3_c --> 2.0 23dhbzs3_c + fad_c + 2.0 fe2_c + 4.0 h_c,WP_005248690_1
FEDHBZS3R2,2.0 fe3dhbzs3_c + fmnh2_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + fmn_c + 4.0 h_c,WP_005248690_1
FEDHBZS3R3,2.0 fe3dhbzs3_c + rbflvrd_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 4.0 h_c + ribflv_c,WP_005248690_1
FEENTER2tpp,atp_c + enter_c + h2o_c --> adp_c + enter_p + h_c + pi_c,WP_025432202_1
FEENTERES,feenter_c + h2o_c + h_c --> fe3dhbzs3_c,WP_005248690_1
FEENTERR1,fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c,WP_005248690_1
FEENTERR2,2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c,WP_005248690_1
FEENTERR3,2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,WP_005248690_1
FEENTERR4,2.0 feenter_c + nadph_c --> 2.0 enter_c + 2.0 fe2_c + h_c + nadp_c,WP_005249090_1
FEENTERabcpp,atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c,( WP_009479645_1 and WP_025431688_1 and WP_080578252_1 ) or ( WP_005239845_1 and WP_025431688_1 and WP_025432557_1 and WP_080578252_1 ) or ( WP_009479645_1 and WP_025431688_1 and WP_025432557_1 and WP_080578252_1 )
FEENTERtex,enter_p + h_p --> enter_e + h_c,
FEENTERtonex,feenter_e + h_p --> feenter_p + h_c,
FEENTERtpp,enter_c + h_p --> enter_p + h_c,WP_025433202_1
FEOXAMR1,fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c,WP_025432071_1
FEOXAMR2,2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c,WP_025432071_1
FEOXAMR3,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c,WP_025432071_1
FEOXAMUtex,feoxam_un_p + h_p --> feoxam_un_e + h_c,
FEOXAMUtpp,feoxam_un_c + h_p --> feoxam_un_p + h_c,
FEOXAMabcpp,atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c,( WP_005239845_1 and WP_005247900_1 ) or ( WP_009479645_1 and WP_025432260_1 )
FEOXAMtonex,feoxam_e + h_p --> feoxam_p + h_c,
FEROpp,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p,WP_005248856_1 or WP_005251383_1 or WP_025431722_1
FERULCOAS,atp_c + coa_c + fer_c --> amp_c + ferulcoa_c + ppi_c,
FERtex,fer_e <=> fer_p,
FERtpp,fer_p <=> fer_c,
FETRANS,fmcbtt_c <=> fe2_c + mcbtt_c,
FFSD,h2o_c + suc6p_c --> fru_c + g6p_c,
FGFT,fgam_c + 2.0 h_c + thf_c --> gar_c + h2o_c + methf_c,WP_037183117_1
FGLU,forglu_c + h2o_c --> frmd_c + glu__L_c,WP_025431816_1
FLVR,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c,WP_005252413_1 or WP_025432071_1
FLVRx,h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c,WP_025432071_1
FMNAT,atp_c + fmn_c + h_c --> fad_c + ppi_c,WP_025432373_1
FMNRx,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c,WP_005245356_1 or WP_025432071_1 or WP_025433058_1
FMNRx2,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,WP_005245356_1 or WP_005252413_1 or WP_025432071_1 or WP_025433058_1
FMNRy,fmn_c + h_c + nadph_c --> fmnRD_c + nadp_c,
FNOR,2.0 fdxrd_c + h_c + nadp_c <=> 2.0 fdxo_2_2_c + nadph_c,WP_005252412_1
FOLD3,2ahhmd_c + 4abz_c --> dhpt_c + ppi_c,WP_005239236_1 or WP_005244970_1 or WP_025433075_1
FOMETRi,5fthf_c + h_c --> h2o_c + methf_c,WP_005247733_1
FORAMD,frmd_c + h2o_c --> for_c + nh4_c,WP_005244436_1 or WP_005251844_1 or WP_025431613_1
FORCT,forcoa_c + oxa_c <=> for_c + oxalcoa_c,WP_025432439_1
FPRA,fdxrd_c + h_c + nadp_c --> fdxox_c + nadph_c,WP_005251645_1 or WP_025431949_1
FRD,fadh2_c + fum_c --> fad_c + succ_c,WP_005240907_1 or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 )
FRD2,fum_c + mql8_c --> mqn8_c + succ_c,WP_005240907_1 or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247561_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247564_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 )
FRD3,2dmmql8_c + fum_c --> 2dmmq8_c + succ_c,( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247561_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247564_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 )
FRDx,fum_c + h_c + nadh_c --> nad_c + succ_c,WP_025433196_1
FRTT,frdp_c + ipdp_c --> ggdp_c + ppi_c,WP_187300232_1
FRUK,atp_c + f1p_c --> adp_c + fdp_c + h_c,WP_005240767_1
FRUpts,fru_e + pep_c --> f1p_c + pyr_c,WP_005252856_1 or ( WP_005252856_1 and WP_025432391_1 )
FRUpts2,fru_e + pep_c --> f6p_c + pyr_c,WP_025432391_1
FRUpts2pp,fru_p + pep_c --> f6p_c + pyr_c,WP_005252856_1
FRUptspp,fru_p + pep_c --> f1p_c + pyr_c,WP_005252856_1 or WP_005252858_1 or ( WP_005252856_1 and WP_025432391_1 )
FRUt3,fru_p + h_p --> fru_c + h_c,WP_005241246_1
FRUtex,fru_e <=> fru_p,
FTCD,5forthf_c + 2.0 h_c --> methf_c + nh4_c,WP_005252393_1
FTHFCL,5fthf_c + atp_c --> adp_c + methf_c + pi_c,WP_005238684_1
FTHFD,10fthf_c + h2o_c --> for_c + h_c + thf_c,WP_005251890_1 or WP_005252390_1
FUCpts,fuc_e + pep_c --> fc1p_c + pyr_c,
FUM,fum_c + h2o_c <=> mal__L_c,WP_005238997_1 or WP_005239073_1
FUMAC,4fumacac_c + h2o_c --> acac_c + fum_c + h_c,WP_005251513_1
FUMt1pp,fum_p <=> fum_c,
FUMt2_2,fum_e + 2.0 h_e --> fum_c + 2.0 h_c,WP_005244433_1
FUMt2_2pp,fum_p + 2.0 h_p --> fum_c + 2.0 h_c,WP_005244433_1 or WP_005251008_1
FUMt2r,fum_e + h_e --> fum_c + h_c,WP_005244413_1 or WP_005244433_1
G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,
G1PP,g1p_c + h2o_c --> glc__D_c + pi_c,WP_005246502_1 or WP_005248850_1 or WP_025432293_1
G1SAT,glu1sa_c <=> 5aop_c,WP_007300757_1 or WP_025432132_1
G3PAT120,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c,WP_005238830_1
G3PAT141,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c,WP_005238830_1
G3PAT160,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,WP_005238714_1 or WP_005238830_1
G3PAT161,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c,WP_005238830_1
G3PAT180,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c,WP_005238830_1
G3PAT181,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c,WP_005238830_1
G3PCT,ctp_c + glyc3p_c + h_c --> cdpglyc_c + ppi_c,
G3PD1ir,dhap_c + h_c + nadh_c <=> glyc3p_c + nad_c,WP_005240412_1 or WP_005244735_1 or WP_005251343_1
G3PD5,glyc3p_c + q8_c --> dhap_c + q8h2_c,WP_005239930_1 or WP_005240746_1
G3PEabcpp,atp_c + g3pe_p + h2o_c --> adp_c + g3pe_c + h_c + pi_c,WP_226955514_1 or ( WP_025432776_1 and WP_226955514_1 )
G3PEtex,g3pe_e <=> g3pe_p,
G3PGabcpp,atp_c + g3pg_p + h2o_c --> adp_c + g3pg_c + h_c + pi_c,WP_226955514_1 or ( WP_025432776_1 and WP_226955514_1 )
G3POA_BS,0.07 fa11coa_c + 0.17 fa12coa_c + 0.01 fa1coa_c + 0.2 fa3coa_c + 0.34 fa4coa_c + 0.05 fa6coa_c + glyc3p_c + 0.1 pmtcoa_c + 0.03 strcoa_c + 0.03 tdcoa_c --> 0.01 1ag3p_BS_c + coa_c,
G3PT,glyc3p_c + h2o_c --> glyc_c + pi_c,WP_005243203_1 or WP_005562415_1
G5SD,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,WP_025432937_1
G5SD2,glu5p_c + h_c + nadh_c --> glu5sa_c + nad_c + pi_c,WP_025432937_1
G6PBDH,g6p_B_c + nadp_c --> 6pgl_c + h_c + nadph_c,WP_005238695_1 or WP_005251397_1
G6PDA,gam6p_c + h2o_c --> f6p_c + nh4_c,WP_005252861_1
G6PDH2r,g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c,WP_005238695_1 or WP_005241793_1 or WP_005251397_1
G6PI2_2,g6p_c <=> g6p_A_c,
G6PP,g6p_c + h2o_c --> glc__D_c + pi_c,WP_005240845_1 or WP_005246502_1
GAD2ktpp,glcn_p + q8_c <=> 2dhglcn_p + q8h2_c,WP_005243554_1
GADOX,ga_c + o2_c --> 2.0 h_c + omaketo_c,
GALCTD,galct__D_c --> 5dh4dglc_c + h2o_c,WP_005245690_1
GALCTND,galctn__D_c --> 2dh3dgal_c + h2o_c,WP_005248345_1
GALCTNt2pp,galctn__D_p + h_p --> galctn__D_c + h_c,WP_025432978_1
GALCTNt2r,galctn__D_e + h_e --> galctn__D_c + h_c,WP_043943943_1
GALCTNtex,galctn__D_e <=> galctn__D_p,
GALCTt2rpp,galct__D_p + h_p --> galct__D_c + h_c,WP_005237941_1 or WP_025433886_1
GALCTtex,galct__D_e <=> galct__D_p,
GALK2,a_gal__D_c + atp_c --> adp_c + gal1p_c + h_c,
GALKr,atp_c + gal_c <=> adp_c + gal1p_c + h_c,WP_025432044_1 or WP_025432064_1
GALM,gal_c <=> a_gal__D_c,
GALM1,glc__bD_c <=> glc__D_c,WP_005244094_1
GALM2,gal_bD_c --> gal_c,WP_005244094_1
GALMAN4,galman4_c + 3.0 h2o_c --> gal_c + 3.0 man_c,WP_226955710_1
GALMAN4abc,atp_c + galman4_e + h2o_c --> adp_c + galman4_c + h_c + pi_c,WP_005237762_1 and WP_005237763_1 and WP_005250019_1
GALMAN6,galman6_c + 5.0 h2o_c --> 2.0 gal_c + 4.0 man_c,WP_226955710_1
GALMAN6abc,atp_c + galman6_e + h2o_c --> adp_c + galman6_c + h_c + pi_c,WP_005237762_1 and WP_005237763_1 and WP_005250019_1
GALS3,h2o_c + melib_c --> gal_c + glc__D_c,WP_025432068_1
GALT,gal1p_c + h_c + utp_c <=> ppi_c + udpgal_c,WP_025432065_1
GALTpts,galt_e + pep_c --> galt1p_c + pyr_c,WP_005252856_1
GALURDH,galur_c + h2o_c + nad_c <=> galct__D_c + 2.0 h_c + nadh_c,WP_005238766_1
GALURt2r,galur_e + h_e --> galur_c + h_c,WP_025433886_1 or WP_043943943_1
GALUi,g1p_c + h_c + utp_c --> ppi_c + udpg_c,WP_005238685_1
GALabcpp,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c,WP_005244464_1 or WP_025433360_1 or WP_037182463_1 or ( WP_005243514_1 and WP_025432954_1 ) or ( WP_025432954_1 and WP_037182463_1 ) or ( WP_005244464_1 and WP_025433360_1 and WP_226955567_1 )
GALpts,gal_e + pep_c <=> dgal6p_c + pyr_c,WP_005252856_1
GALt2,gal_e + h_e --> gal_c + h_c,WP_005244703_1 or WP_226955656_1
GALt2_3,gal_bD_e + h_e --> gal_bD_c + h_c,
